title,rouge1,rouge2,rougeL
"An act to add and repeal Section 38755 of the Vehicle Code, relating to autonomous vehicles.",0.5319148936170213,0.4017094017094017,0.4085106382978724
"An act to repeal and add Section 7597.1 of the Government Code, relating to public postsecondary education.",0.44381223328591746,0.2282453637660485,0.29302987197724034
"An act to amend Sections 14169.53 and 14169.75 of the Welfare and Institutions Code, relating to Medi-Cal, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately, bill related to the budget.",0.42412451361867703,0.11328125000000001,0.19455252918287938
"An act to amend the Budget Act of 2016 (Chapter 23 of the Statutes of 2016) by amending Item 3340-001-0318 of, and adding Items 0521-101-3228, 0540-101-3228, 0650-002-3228, 0650-101-3228, 0650-490, 2240-491, 2660-108-3228, 3540-001-3228, 3900-101-3228, 3970-101-3228, 4700-101-3228, 8570-101-3228 to, Section 2.00 of, and amending Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0.22382671480144403,0.06545454545454546,0.13718411552346568
"An act to amend the Budget Act of 2016 by amending Items 2240-101-6082, 2240-105-0001, and 4260-001-3085 of Section 2.00 of, and Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0.3417721518987342,0.12820512820512822,0.24050632911392406
"An act to amend Sections
905.2 and 8590.6 of
905.2, 8590.6, and 15820.946 of, and to add Section 15820.947 to,
the Government Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0.40418118466898956,0.16433566433566435,0.1637630662020906
"An act to add Section 15463 to the Government Code, and to amend Sections 5849.1, 5849.2, 5849.3, 5849.4, 5849.5, 5849.7, 5849.8, 5849.9, 5849.11, 5849.14, 5890, and 5891 of, to add Section 5849.35 to, and to repeal and add Section 5849.13 of, the Welfare and Institutions Code, relating to mental health services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0.18435013262599467,0.10889774236387781,0.11936339522546419
"An act to add Article 13.5 (commencing with Section 33479) to Chapter 3 of Part 20 of Division 2 of Title 2 of the Education Code, relating to pupil safety.",0.5186721991701245,0.24583333333333332,0.27800829875518673
"An act to amend Section 7522.02 of the Government Code, relating to retirement.",0.4688279301745636,0.1954887218045113,0.24937655860349126
"An act to amend Section 47607 of the Education Code, relating to charter schools.",0.3308823529411764,0.08148148148148147,0.21323529411764705
"An act to amend Section 14005.12 of the Welfare and Institutions Code, relating to Medi-Cal.",0.3846153846153846,0.05454545454545454,0.15837104072398192
"An act to amend Section 22358.4 of the Vehicle Code, relating to vehicles.",0.40879120879120884,0.2753303964757709,0.30769230769230765
"An act to add Part 6.5 (commencing with Section 24455) to Division 9 of the Public Utilities Code, relating to aviation.",0.47368421052631576,0.26392961876832843,0.24853801169590645
"An act to amend Sections 30515 and 30900 of, and to add Section 30680 to, the Penal Code, relating to firearms.",0.31194690265486724,0.11751662971175166,0.1747787610619469
"An act to add Article 4.5 (commencing with Section 111548) to Chapter 6 of Part 5 of Division 104 of the Health and Safety Code, relating to drugs and devices.",0.3748251748251748,0.14866760168302945,0.1706293706293706
"An act to amend Sections 1070, 1071, and 1072 of, to amend the heading of Chapter 4.6 (commencing with Section 1070) of Part 3 of Division 2 of, and to add Sections 1075 and 1076 to, the Labor Code, relating to employment.",0.15824175824175826,0.08830022075055187,0.11428571428571428
