index,title,rouge1,rouge2,rougeL
865,"An act to add and repeal Section 38755 of the Vehicle Code, relating to autonomous vehicles.",0.40287769784172667,0.2795180722891566,0.28776978417266186
866,"An act to repeal and add Section 7597.1 of the Government Code, relating to public postsecondary education.",0.3042071197411004,0.18831168831168832,0.23948220064724918
867,"An act to amend Sections 14169.53 and 14169.75 of the Welfare and Institutions Code, relating to Medi-Cal, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately, bill related to the budget.",0.4239401496259352,0.22055137844611528,0.32418952618453867
868,"An act to amend the Budget Act of 2016 (Chapter 23 of the Statutes of 2016) by amending Item 3340-001-0318 of, and adding Items 0521-101-3228, 0540-101-3228, 0650-002-3228, 0650-101-3228, 0650-490, 2240-491, 2660-108-3228, 3540-001-3228, 3900-101-3228, 3970-101-3228, 4700-101-3228, 8570-101-3228 to, Section 2.00 of, and amending Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0.33548387096774196,0.10457516339869281,0.1935483870967742
869,"An act to amend the Budget Act of 2016 by amending Items 2240-101-6082, 2240-105-0001, and 4260-001-3085 of Section 2.00 of, and Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0.3030303030303031,0.06134969325153375,0.23030303030303031
870,"An act to amend Sections
905.2 and 8590.6 of
905.2, 8590.6, and 15820.946 of, and to add Section 15820.947 to,
the Government Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0.3063829787234042,0.1324786324786325,0.2
871,"An act to add Section 15463 to the Government Code, and to amend Sections 5849.1, 5849.2, 5849.3, 5849.4, 5849.5, 5849.7, 5849.8, 5849.9, 5849.11, 5849.14, 5890, and 5891 of, to add Section 5849.35 to, and to repeal and add Section 5849.13 of, the Welfare and Institutions Code, relating to mental health services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0.13333333333333333,0.08258774948382656,0.10584192439862544
872,"An act to add Article 13.5 (commencing with Section 33479) to Chapter 3 of Part 20 of Division 2 of Title 2 of the Education Code, relating to pupil safety.",0.4705882352941177,0.2526881720430108,0.26737967914438504
873,"An act to amend Section 7522.02 of the Government Code, relating to retirement.",0.5693950177935944,0.4444444444444444,0.5124555160142349
874,"An act to amend Section 47607 of the Education Code, relating to charter schools.",0.35019455252918286,0.10980392156862746,0.24124513618677046
875,"An act to amend Section 14005.12 of the Welfare and Institutions Code, relating to Medi-Cal.",0.4873417721518988,0.2929936305732484,0.3670886075949367
876,"An act to amend Section 22358.4 of the Vehicle Code, relating to vehicles.",0.27889447236180903,0.23425692695214106,0.25879396984924624
877,"An act to add Part 6.5 (commencing with Section 24455) to Division 9 of the Public Utilities Code, relating to aviation.",0.3351158645276292,0.23613595706618962,0.23172905525846704
878,"An act to amend Sections 30515 and 30900 of, and to add Section 30680 to, the Penal Code, relating to firearms.",0.21473158551810237,0.10513141426783479,0.1373283395755306
879,"An act to add Article 4.5 (commencing with Section 111548) to Chapter 6 of Part 5 of Division 104 of the Health and Safety Code, relating to drugs and devices.",0.2591362126245847,0.12666666666666665,0.13953488372093023
880,"An act to amend Sections 1070, 1071, and 1072 of, to amend the heading of Chapter 4.6 (commencing with Section 1070) of Part 3 of Division 2 of, and to add Sections 1075 and 1076 to, the Labor Code, relating to employment.",0.32514177693761814,0.15180265654648958,0.1776937618147448
881,"An act to amend Sections 632, 633.5, and 637.2 of, and to add Section 632.01 to, the Penal Code, relating to confidential communications.",0.3009118541033435,0.22560975609756098,0.16413373860182368
882,"An act to amend Section 16520 of the Penal Code, relating to firearms.",0.35380835380835385,0.07901234567901234,0.19164619164619168
883,"An act to amend Sections 26835, 27535, 27540, and 27590 of the Penal Code, relating to firearms.",0.1585081585081585,0.032786885245901634,0.10256410256410257
884,"An act to amend Section 1197.5 of the Labor Code, relating to employers.",0.273224043715847,0.18131868131868134,0.19125683060109291
885,"An act to amend Section 6228 of the Family Code, relating to domestic violence.",0.3701657458563536,0.16111111111111112,0.24309392265193372
886,"An act to amend
Section
Sections 26004 and
26011.8 of the Public Resources Code, relating to alternative
energy, to take effect immediately, tax levy.
energy.",0.4311377245508982,0.20481927710843376,0.2155688622754491
887,"An act to amend Section 12930 of the Government Code, relating to civil actions.",0.3926940639269407,0.18433179723502302,0.24657534246575344
888,"An act to amend Sections 43016, 43151, 43154, 43211, and 43212 of, and to add Section 43214 to, the Health and Safety Code, relating to vehicular air pollution.",0.22076215505913271,0.10540184453227933,0.14980289093298294
889,"An act to amend Section 361.2 of the Welfare and Institutions Code, relating to juveniles.",0.5236363636363637,0.3076923076923077,0.2545454545454545
890,"An act to amend Section 51225.3 of, and to add Section 51221.1 to, the Education Code, relating to school curriculum.",0.23076923076923075,0.21951219512195125,0.22672064777327938
891,"An act to add Section 87482.3 to the Education Code, relating to community colleges.",0.4122137404580153,0.20971867007672632,0.24936386768447835
892,"An act to amend Sections 148.5 and 29805 of the Penal Code, relating to firearms.",0.18130311614730876,0.03418803418803419,0.1359773371104816
893,"An act to amend Section 44272 of the Health and Safety Code, relating to vehicular air pollution.",0.4026402640264027,0.19933554817275745,0.25742574257425743
894,"An act to amend Sections 13700, 13700.5, 13701, and 13703 of the Welfare and Institutions Code, relating to homeless youth, and making an appropriation therefor.",0.1592356687898089,0.03205128205128205,0.10828025477707005
895,"An act to amend Section 4030 of the Penal Code, relating to jails.",0.49446494464944657,0.13382899628252787,0.22140221402214022
896,"An act to amend Section 3003 of the Government Code, and to amend Section 532b of the Penal Code, relating to military fraud.",0.3263157894736842,0.22535211267605634,0.24561403508771926
