index,title,rouge1,rouge2,rougeL
865,"An act to add and repeal Section 38755 of the Vehicle Code, relating to autonomous vehicles.",0.47307692307692306,0.27413127413127414,0.3269230769230769
866,"An act to repeal and add Section 7597.1 of the Government Code, relating to public postsecondary education.",0.5491803278688524,0.38904109589041097,0.40710382513661203
867,"An act to amend Sections 14169.53 and 14169.75 of the Welfare and Institutions Code, relating to Medi-Cal, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately, bill related to the budget.",0.4871287128712871,0.20278330019880716,0.32079207920792074
868,"An act to amend the Budget Act of 2016 (Chapter 23 of the Statutes of 2016) by amending Item 3340-001-0318 of, and adding Items 0521-101-3228, 0540-101-3228, 0650-002-3228, 0650-101-3228, 0650-490, 2240-491, 2660-108-3228, 3540-001-3228, 3900-101-3228, 3970-101-3228, 4700-101-3228, 8570-101-3228 to, Section 2.00 of, and amending Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0.2631578947368421,0.09090909090909091,0.1729323308270677
869,"An act to amend the Budget Act of 2016 by amending Items 2240-101-6082, 2240-105-0001, and 4260-001-3085 of Section 2.00 of, and Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0.28699551569506726,0.12669683257918551,0.242152466367713
870,"An act to amend Sections
905.2 and 8590.6 of
905.2, 8590.6, and 15820.946 of, and to add Section 15820.947 to,
the Government Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0.35034013605442177,0.11945392491467575,0.22448979591836735
871,"An act to add Section 15463 to the Government Code, and to amend Sections 5849.1, 5849.2, 5849.3, 5849.4, 5849.5, 5849.7, 5849.8, 5849.9, 5849.11, 5849.14, 5890, and 5891 of, to add Section 5849.35 to, and to repeal and add Section 5849.13 of, the Welfare and Institutions Code, relating to mental health services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0.24284806102987924,0.13749204328453216,0.16274634456452639
872,"An act to add Article 13.5 (commencing with Section 33479) to Chapter 3 of Part 20 of Division 2 of Title 2 of the Education Code, relating to pupil safety.",0.5983606557377049,0.3168724279835391,0.3278688524590164
873,"An act to amend Section 7522.02 of the Government Code, relating to retirement.",0.543640897755611,0.3408521303258145,0.428927680798005
874,"An act to amend Section 47607 of the Education Code, relating to charter schools.",0.3979057591623037,0.09999999999999999,0.21465968586387432
875,"An act to amend Section 14005.12 of the Welfare and Institutions Code, relating to Medi-Cal.",0.46391752577319595,0.2538860103626943,0.35051546391752575
876,"An act to amend Section 22358.4 of the Vehicle Code, relating to vehicles.",0.4884994523548741,0.41273326015367734,0.420591456736035
877,"An act to add Part 6.5 (commencing with Section 24455) to Division 9 of the Public Utilities Code, relating to aviation.",0.5095168374816983,0.3201174743024963,0.2781844802342606
